"Key","SourceString","DevComment"
"02_sea_cave","Морская пещера",""
"02_crab_nest","Гнездовье крабов",""
"02_travelers_refuge","Приют путешественников",""
"02_wilderness","Дикая местность",""
"02_ancient_portal","Древний портал",""
"02_beacon_ruins","Руины маяка",""
"02_treacherous_coast","Коварный берег",""
"02_crab_nest_2","Гнездовье крабов",""
"02_mycenaean_ruins","Микенские руины",""
"02_gryphons_lair","Логово грифона",""
"02_nesting_crags","Гнездовые скалы",""
"02_temple_of_poseidon","Храм Посейдона",""
"02_broken_shores","Разрушенные берега",""
"02_ichthian_dig_site","Ихтианские раскопки",""
"02_coastal_foothills","Прибрежные предгорья",""
"02_crumbling_watch","Обрушающаяся дозорная",""
"02_coastal_cave","Прибрежная пещера",""
"02_mycenaean_shrine","Микенское святилище",""
"02_tritons_cove","Бухта тритона",""
"02_ionian_coast","Ионическое побережье",""
"02_crab_nest_3","Гнездовье крабов",""
"02_grotto_of_cursed_treasure","Грот проклятых сокровищ",""
"02_eastern_wilderness","Восточная местность",""
"02_golden_sarcophagus","Золотой саркофаг",""
"02_temple_of_kronos","Храм Кроноса",""
"02_ship_graveyard","Кладбище кораблей",""
"02_ruined_paths","Разрушенные тропы",""
"02_north_ionian_coast","Северное ионическое побережье",""
"02_stronghold_outskirts","Окресности твердыни",""
"02_cursed_passage","Проклятый проход",""
"02_ichthian_stronghold","Твердыня ихтианов",""
"02_heart_of_the_stronghold","Сердце твердыни",""
"02_crab_nest_4","Гнездовье крабов",""
"03_lake_taka","Озеро Така",""
"03_shores_of_lake_taka","Берега озера Така",""
"03_gloomy_cavern","Мрачная пещера",""
"01_upper_graveyard","Верхнее кладбище",""
"01_lower_graveyard","Нижнее кладбище",""
"01_old_family_crypt","Старый семейный склеп",""
"03_arkadian_plateau","Плато Аркадии",""
"03_shrine_of_hephaistos","Святилище Гефеста",""
"03_rebel_outpost","Форпост повстанцев",""
"03_ravaged_plains","Опустошенные равнины",""
"03_ruined_temple_of_ares","Разрушенный храм Ареса",""
"03_shrine_of_the_seven","Святилище Семи",""
"03_concealed_tunnel","Скрытый туннель",""
"03_dry_cave","Сухая пещера",""
"03_altar_of_demeter","Алтарь Деметры",""
"03_disused_shrine","Заброшенное святилище",""
"03_tegea_basin","Бассейн Тегеи",""
"03_southern_outskirts_of_tegea","Южные окраины Тегеи",""
"03_looters_perch","Насест мародеров",""
"03_city_of_tegea","Тегея",""
"03_temple_of_athena","Храм Афины",""
"03_tegea_burial_grounds","Тегейские могильники",""
"03_northern_outskirts_of_tegea","Северные окраины Тегеи",""
"03_nemean_shrine","Немейское святилище",""
"03_doliana_quarry","Карьер Долиана",""
"03_canyon_pass","Проход через каньон",""
"03_arkadian_hunting_grounds","Охотничьи угодья Аркадии",""
"03_brandbearer_warcamp","Военный лагерь клеймоносцев",""
"03_victors_hall","Зал победителей",""
"03_desecrated_shrine","Оскверненное святилище",""
"03_gate_of_the_ixionidae","Врата иксионидов",""
"03_outer_palace_ruins","Руины внешнего дворца",""
"02_abandoned_storerooms","Заброшенные склады",""
"01_crypt","Склеп",""
"01_fiends_hollow","Лощина нечистых",""
"01_cave_of_pan","Пещера Пана",""
"01_fetid_wine_cellar","Зловонный винный погреб",""
"01_moirai_temple","Храм Мойр",""
"01_garden_of_klotho","Сад Клото",""
"01_gallery_of_lachesis","Галерея Лехесис",""
"01_passage_of_atropos","Проход Атропос",""
"01_conduit_chamber","Акведук",""
"01_moirai_dungeons","Подземелья Мойр",""
"01_realm_of_the_moirai","Царство Мойр",""
"03_court_of_hephaistos","Двор Гефеста",""
"03_mount_olympos","Олимп",""
"02_burial_caves","Могильники",""
"02_rotting_hulls","Гниющие остовы",""
"02_mysterious_prison","Таинственная тюрьма",""
"02_ancient_dungeons","Древние подземелья",""
"02_sunken_temple_of_glaukos","Затонувший храм Главка",""
"02_skyllas_lair","Логово Сциллы",""
"03_chirons_cave","Пещера Хирона",""
"03_ares_temple_crypt","Храмовый склеп Ареса",""
"03_tegea_sewers","Канализация Тегеи",""
"03_crypt_of_burrhus","Склеп Бурруса",""
"03_ritual_tent","Ритуальная палатка",""
"03_arena_of_champions","Арена чемпионов",""
"03_shrine_of_sentinels","Святилище стражей",""
"03_ixions_palace","Дворец Иксиона",""
"03_servants_quarters","Помещения для прислуги",""
"03_palace_sewers","Дворцовая канализация",""
"03_forsaken_dunegons_level_1","Заброшенные подземелья - Уровень I",""
"03_forsaken_dungeons_level_2","Заброшенные подземелья - Уровень II",""
"03_forsaken_dungeons_level_3","Заброшенные подземелья - Уровень III",""
"03_guards_storerooms","Кладовые стражников",""
"03_inner_palace_halls","Внутренние дворцовые залы",""
"03_king_ixions_throne_room","Тронный зал Иксиона",""
