"Key","SourceString","DevComment"
"ne_empusa_magistrate","Судья",""
"ne_empusa_archon","Архонт",""
"ce_warrior","Воитель",""
"ce_archer","Лучник",""
"ce_alpha","Альфа",""
"ce_chieftain","Вождь",""
"ce_spirit_caller","Призыватель духов",""
"ce_hunter","Охотник",""
"miniboss_ichthian_general_prefix","Предводитель ихтианов",""
"miniboss_gryphon_ajax","Аякс Великолепный",""
"miniboss_gryphon_ajax_title","Повелитель неба",""
"boss_skylla","Сцилла",""
"boss_skylla_title","Бич моряков",""
"unique_02_nb_m_if_old_ichthian","Жемчуглазик",""
"unique_02_nb_m_if_old_ichthian_title","Шаман ихтианов",""
"bo_shieldbearer","Щитоносец",""
"bo_axe_thrower","Метатель топоров",""
"bo_brawler","Дебошир",""
"bo_geomancer","Геомант",""
"bo_leader","Военачальник",""
"ic_bruiser","Громила",""
"wl_hippokampos_foal","Жеребенок Гиппокампуса",""
"wl_leech","Пиявка",""
"wl_hydro_boar","Гидрокапрон",""
"miniboss_ghost_soldier_moirai_cave","Тавр",""
"miniboss_ghost_soldier_moirai_cave_title","Древний минойский царь",""
"miniboss_ghost_cutthroat_moirai_cave","Клептон",""
"miniboss_ghost_cutthroat_moirai_cave_title","Мародер проклятого храма",""
"miniboss_undead_champion_moirai_cave","Дизепилогос",""
"miniboss_undead_champion_moirai_cave_title","Отрицатель судьбы",""
"wl_lion_male","Лев",""
"wl_lion_female","Львица",""
"wl_scorpion_small","Скорпиончик",""
"wl_scorpion_medium","Скорпион",""
"wl_crocolisk","Кроколиск",""
"ls_hoplite","Гоплит",""
"ls_juggernaught","Джаггернаут",""
"ls_soldier","Солдат",""
"miniboss_centaur_champion_title","Кентавр-чемпион",""
"boss_ixion","Иксион",""
"boss_ixion_title","Наказанный король",""
"miniboss_centaur_champion","Скирон",""
"boss_skylla_minion","Пасть Сциллы",""
"wl_scorpion_mother","Скорпион-расплодник",""
"boss_centaurus","Кентаврос",""
"boss_centaurus_title","Лидер кентавров",""
"ic_mudcrab","Грязевой краб",""
"miniboss_hippocampos_feral","Дикий Гиппокампус",""
"miniboss_flint_kicker","Камнепинатель",""
"miniboss_flint_kicker_title","Изгнанный призыватель",""
"ce_charger","Пронзатель",""
"ce_crusher","Дробитель",""
"ce_ritualist","Ведун",""
"ce_caller_storm","Говорящий с грозой",""
"ce_caller_flame","Говорящий с огнем",""
"ce_caller_plague","Говорящий с чумой",""
"ce_captain","Капитан",""
"miniboss_hippocampos_feral_title","Выбравшийся из пут",""
