"Namespace","Key","SourceString","LocalizedString"
"st_grim_save","CouldNotDeleteBackups","Could not delete old backups. Please check your permissions in directory: {0}","Не удалось удалить старые резервные копии. Проверьте права доступа к каталогу: {0}"
"st_grim_save","CouldNotCreateBackups","Could not create backups. Please check your permissions and disk space in directory: {0}","Не удалось создать резервные копии. Проверьте права доступа и наличие места на диске в каталоге: {0}"
"st_grim_save","CouldNotGenerateFileMarker","Could not generate file saving marker. An unknown internal error occurred.","Не удалось создать маркер сохранения файла. Произошла неизвестная внутренняя ошибка."
"st_grim_save","CouldNotCreateFileMarker","Could not create file saving marker. Please check your permissions and disk space in directory: {0}","Не удалось создать маркер сохранения файла. Проверьте права доступа и наличие места на диске в каталоге: {0}"
"st_grim_save","CouldNotSave","Could not write save games to disk. Please check your permissions and disk space in directory: {0}\nRecovery will be attempted during the next save attempt.","Не удалось записать сохранения игр на диск. Проверьте права доступа и место на диске в каталоге: {0}\nВосстановление будет выполнено при следующей попытке сохранения."
"st_grim_save","DataCorruptedWhenWriting","Encountered data corruption when trying to write save data to disk.\nPlease check the integrity of your SSD.","При попытке записи сохраненных данных на диск обнаружено повреждение данных.\nПроверьте целостность вашего SSD."
"st_grim_save","CouldNotDeleteFileMarker","Could not delete file saving marker. Please check your permissions and delete the file {0} manually.","Не удалось удалить маркер сохранения файла. Проверьте права доступа и удалите файл {0} вручную."
"st_grim_save","FailedToAcquireWriteLock","Failed to save data because another process is currently writing to the save folder. Please make sure only one instance of Titan Quest 2 is running at a time.\nSaving will be re-attempted during the next auto save.","Не удалось сохранить данные, так как другой процесс в данный момент записывает данные в папку сохранения. Убедитесь, что одновременно запущен только один экземпляр Titan Quest 2.\nПопытка сохранения будет повторена во время следующего автоматического сохранения."
"st_grim_save","CouldNotLoadFileMarkerRecoverBackups","Failed to verify savegame integrity: Saving file marker could not be loaded. Please check your permissions in directory: {0}","Не удалось проверить целостность сохраненной игры: маркер файла сохранения не удалось загрузить. Проверьте права доступа к каталогу: {0}"
"st_grim_save","CouldNotParseFileMarkerRecoverBackups","Failed to verify savegame integrity: Saving file marker appears to be corrupted.\nPlease manually create a backup copy of directory {0}, then delete the file {1}.sav and restart the game in order to attempt loading without verification.","Не удалось проверить целостность сохраненной игры: маркер файла сохранения, по-видимому, поврежден.\nСоздайте вручную резервную копию каталога {0}, затем удалите файл {1}.sav и перезапустите игру, чтобы попытаться загрузить игру без проверки."
"st_grim_save","CouldNotDeleteFileMarkerCheckAndRecoverBackups","Could not delete file saving marker. Please check your permissions and delete the file {0} manually.","Не удалось удалить маркер сохранения файла. Проверьте права доступа и удалите файл {0} вручную."
"st_grim_save","FileMarkerAndBackupFilesMismatch","Error recovering from backup. File marker and backup files do not match. Backup may be corrupted. \n\n {0}","Ошибка восстановления из резервной копии. Маркер файла и файлы резервной копии не совпадают. Резервная копия может быть повреждена. \n\n {0}"
"st_grim_save","CouldNotRecoverBackup","Error recovering from backup. Please check permissions and disk space in directory: {0}\nTo manually recover the backup, change the file ending of files with the extension \'{1}\' to \'.sav\'. If there is already another file with that name, move or rename it. Afterwards remove the file \'{2}.sav\' in the same directory.","Ошибка восстановления из резервной копии. Проверьте права доступа и место на диске в каталоге: {0}\nЧтобы вручную восстановить резервную копию, измените окончание файлов с расширением \'{1}\' на \'.sav\'. Если файл с таким именем уже существует, переместите или переименуйте его. После этого удалите файл \'{2}.sav\' из того же каталога."
"st_grim_save","SaveGameErrorTitle","Save error.\nCode: {0}","Ошибка сохранения.\nКод: {0}"
"st_grim_save","CorruptedRecoveryInstructions","To recover your save game, please check permissions and disk space in directory: {0}\n\n To manually recover, first move all files with the extension \'{1}\' to a different directory, then delete the file \'{2}.sav\' in the same directory.\n\nIf afterwards your save game is not loading or is missing data, you can try to manually recover the backup.\n\nTo recover the backup, change the file ending of files with the extension \'{1}\' (that you moved in step one) to \'.sav\'. Then move them back into the save game directory. If there is already another file with that name, move or rename it.","Чтобы восстановить сохранённую игру, проверьте права доступа и место на диске в каталоге: {0}\n\n Для ручного восстановления сначала переместите все файлы с расширением \'{1}\' в другой каталог, затем удалите файл \'{2}.sav\' в том же каталоге.\n\nЕсли после этого ваша сохранённая игра не загружается или в ней отсутствуют данные, попробуйте вручную восстановить резервную копию.\n\nЧтобы восстановить резервную копию, измените окончание файлов с расширением \'{1}\' (которые вы переместили на первом шаге) на \'.sav\'. Затем переместите их обратно в каталог с сохранённой игрой. Если файл с таким именем уже существует, переместите или переименуйте его."
"st_grim_ui","HueSliderLabel","H","H"
"st_grim_ui","HueSliderToolTip","Hue","Глубина"
"st_game_settings","WarningReasonLine","<Icon.Warning></> {0}","<Icon.Warning></> {0}"
"st_game_settings","DisabledReasonLine","<Icon.Warning></> {0}","<Icon.Warning></> {0}"
"st_game_settings","OnlyPrimaryPlayerEditable","Can only be changed by the primary player.","Можете быть изменено только хостом."
"st_game_settings","OFF","Off","Выключено"
"st_game_settings","ON","On","Включено"
"st_game_settings","PercentFormat","{0}%","{0}%"
"st_abilities","modifiers","Modifiers","Модификаторы"
"st_abilities","ability_cost_none","No Cost","Нет"
"st_abilities","ability_ailment_chance","Ailment Chance","Шанс хвори"
"st_abilities","ability_cast_time","Cast Time","Время сотворения"
"st_abilities","ability_cooldown","Cooldown","Перезарядка"
"st_abilities","ability_cost","Cost","Стоимость"
"st_abilities","ability_crit_chance","Crit Chance","Крит. шанс"
"st_abilities","ability_summon_abilities","Abilities","Умения"
"st_abilities","ability_summon_attack","Attack","Атака"
"st_abilities","ability_total_damage","Total Damage","Общий урон"
"st_abilities","ability_approach_activate","Always use without moving.","Всегда применять без движения"
"st_abilities","ability_approach_deactivate","Always use without moving.","Всегда применять без движения"
"st_abilities","ability_cost_initial","Initial","(Изначально)"
"st_abilities","ability_cost_recurring","Recurring","(Повторно)"
"st_abilities","ability_cost_sustained","Reserved","(Занято)"
"st_abilities","application_type_instant","instant","мгновенно"
"st_abilities","application_type_overtime","over time","за"
"st_abilities","ability_cast_time_none","Instant","Мгновенно"
"st_abilities","ability_cast_time_format","{Value}s","{Value} сек."
"st_abilities","ability_cooldown_none","None","Нет"
"st_abilities","damage_type_pierce","<me_PierceDam>Pierce Damage</>","<me_PierceDam>колющего урона</>"
"st_abilities","damage_type_strike","<me_StrikeDam>Strike Damage</>","<me_StrikeDam>дробящего урона</>"
"st_abilities","damage_type_cold","<me_ColdDam>Cold Damage</>","<me_ColdDam>урона холодом</>"
"st_abilities","damage_type_fire","<me_FireDam>Fire Damage</>","<me_FireDam>урона огнем</>"
"st_abilities","damage_type_lightning","<me_LightningDam>Lightning Damage</>","<me_LightningDam>урона молнией</>"
"st_abilities","damage_type_poison","<me_PoisonDam>Poison Damage</>","<me_PoisonDam>урона ядом</>"
"st_abilities","damage_type_true","<me_TrueDam>True Damage</>","<me_TrueDam>истинного урона</>"
"st_abilities","damage_type_divine","Divine Damage","божественного урона"
"st_abilities","damage_type_energy_drain","<me_EnergyDam>Energy Damage</>","<me_EnergyDam>энергетического урона</>"
"st_abilities","damage_type_vitality_drain","Vitality Damage","урона здоровью"
"st_abilities","ability_format_wip","[WIP] {0}","[WIP] {0}"
"st_abilities","ability_format_beta","[BETA] {0}","[BETA] {0}"
"st_abilities","damage_total","Total Damage","Общий урон"
"st_abilities","damage_over_time","<me_DoT>Damage Over Time</>","<me_DoT>Периодический урон</>"
"st_abilities","dps_label","DPS","УВС"
"st_abilities","keyword_separator"," - "," - "
"st_abilities","damage","Damage","Урона"
"st_abilities","attack_speed","Attack Speed","Attack Speed"
"st_abilities","attack_speed_value","{Value}x","{Value}/сек."
"st_ailments","Ailment_Weakened_0Name","Weakened","Слабость"
"st_ailments","Ailment_Weakened_1Desc","<b>2%</> more Damage Taken per Stack.\r\nApplication chance is reduced by Disruption Resistance.","<b>+2%</> получаемого урона за каждый заряд.\nШанс наложения снижается сопротивлением прерыванию."
"st_ailments","Ailment_Chilled_0Name","Chill","Охлаждение"
"st_ailments","Ailment_Chilled_1Desc","<b>-5%</> reduced Global Speed per stack.\nDeals True Damage every second.\nApplication chance is reduced by Cold Resistance.","<b>-5%</> общей скорости за каждый заряд.\nНаносит истинный урон каждую секунду.\nШанс наложения снижается сопротивлением холоду."
"st_ailments","Ailment_Bleeding_0Name","Bleed","Кровотечение"
"st_ailments","Ailment_Bleeding_1Desc","Deals True Damage every second. \nApplication chance is reduced by Vitality Resistance.","Наносит истинный урон каждую секунду. \nШанс наложения снижается сопротивлением здоровью."
"st_ailments","Ailment_Staggered_0Name","Stagger","Ошеломление"
"st_ailments","Ailment_Staggered_1Desc","<b>-10%</> reduced Global Speed per stack.\nApplication chance is reduced by Stun Resistance.","<b>-10%</> общей скорости за каждый заряд.\nШанс наложения снижается сопротивлением оглушению."
"st_ailments","Ailment_Frozen_0Name","Frozen","Заморозка"
"st_ailments","Ailment_Frozen_1Desc","Frozen characters can neither Move nor use Skills","Замороженные персонажи не могут двигаться и применять умения"
"st_ailments","Ailment_Shocked_0Name","Shock","Шок"
"st_ailments","Ailment_Shocked_1Desc","Deals True Damage every second and reduces Cast Speed.\nApplication chance is reduced by Lightning Resistance.","Наносит истинный урон каждую секунду и снижает скорость сотворения.\nШанс наложения снижается сопротивлением молнии."
"st_ailments","Ailment_Plagued_0Name","Plague","Чума"
"st_ailments","Ailment_Plagued_1Desc","Deals True Damage every second.\nApplication chance is reduced by Poison Resistance.","Наносит истинный урон каждую секунду.\nШанс наложения снижается сопротивлением яду."
"st_ailments","Ailment_Burning_0Name","Burn","Горение"
"st_ailments","Ailment_Burning_1Desc","Deals True Damage every second. \nApplication chance is reduced by Vitality Resistance.","Наносит истинный урон каждую секунду. \nШанс наложения снижается сопротивлением здоровью."
"st_ailments","Ailment_Rooted_0Name","Rooted","Опутывание"
"st_ailments","Ailment_Rooted_1Description","Rooted characters can neither Move nor use Movement Skills","Опутанные персонажи не могут двигаться и применять умения движения."
"st_ailments","Ailment_Slowed_0Name","Slowed","Замедление"
"st_ailments","Ailment_Slowed_1Description","Slowed characters have reduced Movement Speed","Замедленные персонажи двигаются медленнее"
"st_ailments","Ailment_Silenced_0Name","Silenced","Немота"
"st_ailments","Ailment_Silenced_1Description","Silenced characters can\'t use Skills except Primary Attack and Dodge","Немые персонажи не могут применять умения, кроме основной атаки и уклонения."
"st_ailments","Ailment_Stunned_0Name","Stunned","Оглушение"
"st_ailments","Ailment_Stunned_1Description","Stunned characters can neither Move nor use Skills","Оглушенные персонажи не могут двигаться и применять умения."
"st_application_menus","settings_screen_title","Options","Настройки"
"st_application_menus","settings_no_editor_found","No Editor Found","No Editor Found"
"st_application_menus","settings_available_options","Available Options","Доступные настройки"
"st_application_menus","changelog","Changelog","Патчноут"
"st_application_menus","pause_menu_title","Menu","Меню"
"st_application_menus","pause_menu_resume","Resume","Продолжить"
"st_application_menus","pause_menu_save","Save Game","Сохранить"
"st_application_menus","pause_menu_main_menu","Main Menu","Главное меню"
"st_application_menus","dev_info_about_this_map","About this Map:","Об этой карте:"
"st_application_menus","pause_menu_exit","Exit","Выход"
"st_application_menus","pause_menu_settings","Options","Настройки"
"st_application_menus","demo_press_any_button","Press Any Button","Нажмите любую кнопку"
"st_application_menus","pause_menu_restart","Restart","Перезапустить"
"st_application_menus","pause_menu_exit_warning","Are you sure you want to exit the game?","Вы уверены, что хотите выйти из игры?"
"st_application_menus","pause_menu_tutorials","Tutorials","Справочник"
"st_attributes","attribute_points","Attribute Points","Очки атрибутов"
"st_attributes","attribute_agility","Agility","Ловкость"
"st_attributes","attribute_cunning","Cunning","Коварство"
"st_attributes","attribute_knowledge","Knowledge","Интеллект"
"st_attributes","attribute_resolve","Resolve","Решимость"
"st_attributes","attribute_might","Might","Сила"
"st_attributes","attribute_fitness","Fitness","Храбрость"
"st_attributes","attribute_vigor","Vigor","Живучесть"
"st_attributes","attribute_agility_short","Agi","Лов"
"st_attributes","attribute_cunning_short","Cun","Ков"
"st_attributes","attribute_knowledge_short","Knl","Инт"
"st_attributes","attribute_resolve_short","Rsv","Реш"
"st_attributes","attribute_might_short","Mgt","Сил"
"st_attributes","attribute_fitness_short","Fit","Хра"
"st_attributes","attribute_vigor_short","Vig","Жив"
"st_attributes","attribute_agility_value","Agility {Value}","Ловкость {Value}"
"st_attributes","attribute_cunning_value","Cunning {Value}","Коварство {Value}"
"st_attributes","attribute_knowledge_value","Knowledge {Value}","Интеллект {Value}"
"st_attributes","attribute_resolve_value","Resolve {Value}","Решимость {Value}"
"st_attributes","attribute_might_value","Might {Value}","Сила {Value}"
"st_attributes","attribute_fitness_value","Fitness {Value}","Храбрость {Value}"
"st_attributes","attribute_vigor_value","Vigor {Value}","Живучесть {Value}"
"st_attributes","attribute_agility_short_value","Agi {Value}","Лов {Value}"
"st_attributes","attribute_cunning_short_value","Cun {Value}","Ков {Value}"
"st_attributes","attribute_knowledge_short_value","Knl {Value}","Инт {Value}"
"st_attributes","attribute_resolve_short_value","Rsv {Value}","Реш {Value}"
"st_attributes","attribute_might_short_value","Mgt {Value}","Сил {Value}"
"st_attributes","attribute_fitness_short_value","Fit {Value}","Хра {Value}"
"st_attributes","attribute_vigor_short_value","Vig {Value}","Жив {Value}"
"st_attributes","attribute_agility_description","A measure of your speed and finesse.\r\n• Supports Light Armor, Medium Armor and fast weapons\r\n• Counts towards Fitness and Cunning, which increase certain damage types.","Мера вашей скорости и проворства.\r\n• Позволяет носить легкую или среднюю броню и оружие\r\n• Идет в счет Храбрости и Коварства, увеличивающие некоторые типы урона."
"st_attributes","attribute_cunning_description","• Basis for Poison Damage and Lightning Damage","• Влияет на урон ядом и молнией"
"st_attributes","attribute_fitness_description","• Basis for Strike Damage and Pierce Damage","• Влияет на дробящий и колющий урон"
"st_attributes","attribute_knowledge_description","A measure of your expertise and insight.\r\n• Supports Magos Robes, Plated Robes and magical weapons\r\n• Counts towards Cunning and Resolve, which increase certain damage types.","Мера вашего ума и проницательности.\r\n• Позволяет носить волшебные или плакированные робы и оружие\r\n• Идет в счет Коварства и Решимости, увеличивающие некоторые типы урона."
"st_attributes","attribute_might_description","A measure of your power and aggression.\r\n• Supports Heavy Armor, Ornate Armor and heavy weapons\r\n• Counts towards Fitness and Resolve, which increase certain damage types.","Мера вашей силы и агрессии.\r\n• Позволяет носить тяжелую или узорчатую броню и оружие\r\n• Идет в счет Храбрости и Решимости, увеличивающие некоторые типы урона."
"st_attributes","attribute_resolve_description","• Basis for Fire Damage and Cold Damage","• Влияет на урон огнем и холодом"
"st_attributes","attribute_vigor_description","A measure of your health and tenacity.\r\n• Counts towards all Secondary Attributes\r\n• Increases base Health Points","Мера вашего здоровья и упорства.\r\n• Идет в счет всех вторичных атрибутов\r\n• Повышает базовый запас здоровья"
"st_attributes","attribute_screen_available_gold","Gold:","Золото:"
"st_attributes","attributes_title","Attributes","Атрибуты"
"st_attributes","attributes_description","Your basic physical and mental talents that determine your general capabilities and enable you to use different gear.","Ваши основные физические и умственные способности, которые определяют ваши общие возможности и позволяют вам использовать различное снаряжение."
"st_attributes","attributes_experience","Experience","Опыт"
"st_attributes","attributes_experience_short","XP","Опыт"
"st_attributes","attribute_popup_info","{AttributeValue} {AttributeLabel}","{AttributeValue} {AttributeLabel}"
"st_attributes","attributes_experience_tooltip","{CurrentExperience} / {RequiredExperience}","{CurrentExperience} / {RequiredExperience}"
"st_attributes","attribute_health","Health","Здоровье"
"st_attributes","attribute_health_current","Current Health","Текущего здоровья"
"st_attributes","attribute_health_max","Maximum Health","Макс. здоровья"
"st_attributes","attribute_mana","Energy","Энергия"
"st_attributes","attribute_mana_current","Current Energy","Текущей энергии"
"st_attributes","attribute_mana_max","Maximum Energy","Макс. энергии"
"st_attributes","list_attribute_rider_advanced","Advanced","Продвинутое"
"st_attributes","list_attribute_rider_basic","Overview","Основное"
"st_attributes","list_attribute_rider_misc","Misc","Разное"
"st_attributes","list_attribute_category_basicstats","Basic Stats","Основное"
"st_attributes","list_attribute_category_attributes","Attributes","Атрибуты"
"st_attributes","list_attribute_category_maindefenses","Main Defenses","Защита"
"st_attributes","attribute_barrier","Barrier","Барьер"
"st_attributes","attribute_basicattackdamage","Basic Attack Damage","Базовый урон атаки"
"st_attributes","attribute_attackspeed","Attack Speed","Скорость атаки"
"st_attributes","list_attribute_unit_per_second","/s","/сек."
"st_attributes","list_attribute_unit_percentage","%","%"
"st_attributes","list_attribute_unit_percentage_per_second","%/s","%/сек."
"st_attributes","attribute_level","Level","Уровень"
"st_attributes","attribute_armor_physical","Physical Armor","Физическая"
"st_attributes","attribute_armor_strike","Strike","Дробящая"
"st_attributes","attribute_armor_pierce","Pierce","Колющая"
"st_attributes","attribute_resistance_thermal","Thermal Resistance","Термальная"
"st_attributes","attribute_resistance_fire","Fire Resistance","Сопр. огню"
"st_attributes","attribute_resistance_cold","Cold Resistance","Сопр. холоду"
"st_attributes","attribute_resistance_nature","Nature Resistance","Природная"
"st_attributes","attribute_resistance_lightning","Lightning Resistance","Сопр. молнии"
"st_attributes","attribute_resistance_poison","Poison Resistance","Сопр. яду"
"st_attributes","attribute_resistance_divine","Spirit Resistance","Сопр. духу"
"st_attributes","list_attribute_category_core_stats","Core Stats","Основные"
"st_attributes","list_attribute_category_defensive_stats","Defensive Stats","Защитные"
"st_attributes","attribute_experience_total","XP Total","Всего опыта"
"st_attributes","attribute_experience_max","MAX","Макс."
"st_attributes","attribute_experience_progress","{0}/{1}","{0}/{1}"
"st_attributes","attribute_experience_to_next_level","XP to Next Level","Опыта до уровня"
"st_attributes","attribute_health_regeneration","Health Regeneration","Регенерация здоровья"
"st_attributes","attribute_energy_regeneration","Energy Regeneration","Регенерация энергии"
"st_attributes","attribute_energy_to_barrier_rate","Energy to Barrier Rate","Энергия в барьер"
"st_attributes","attribute_barrier_decay_rate","Barrier Decay Rate","Скорость распада"
"st_attributes","attribute_rage","Rage","Ярость"
"st_attributes","attribute_cast_speed","Cast Speed","Скорость сотворения"
"st_attributes","attribute_movement_speed","Movement Speed","Скорость движения"
"st_attributes","attribute_energy_cost_reduction","Energy Cost Reduction","Снижение расхода энергии"
"st_attributes","attribute_cooldown_speed","Cooldown Rate","Скорость перезарядки"
"st_attributes","attribute_barrier_absorption","Barrier Absorption","Поглощение барьера"
"st_attributes","attribute_armor_physical_total","Total Physical Armor","Всего физической брони"
"st_attributes","attribute_armor_pierce_alt","Pierce Armor","Колющая броня"
"st_attributes","attribute_armor_strike_alt","Strike Armor","Дробящая броня"
"st_attributes","attribute_armor_equipment","Equipment","Экипировка"
"st_attributes","attribute_armor_other_sources","Other Sources","Другие источники"
"st_attributes","attribute_last_hit_received","Last Hit Received","Последний полученный удар"
"st_attributes","attribute_damage_reduction_strike","Strike Dmg. Reduction","Снижение дробящего урона"
"st_attributes","attribute_damage_reduction_pierce","Pierce Dmg. Reduction","Снижение колющего урона"
"st_attributes","attribute_resistance_fire_alt","Fire","Огонь"
"st_attributes","attribute_resistance_cold_alt","Cold","Холод"
"st_attributes","attribute_resistance_lightning_alt","Lightning","Молния"
"st_attributes","attribute_resistance_poison_alt","Poison","Яд"
"st_attributes","attribute_resistance_stun","Stun Resistance","Сопр. оглушению"
"st_attributes","attribute_resistance_bleeding","Bleeding Resistance","Сопр. кровотечению"
"st_attributes","attribute_resistance_disruption","Disruption Resistance","Сопр. прерыванию"
"st_attributes","attribute_resistance_slowdown","Slowdown Resistance","Сопр. замедлению"
"st_attributes","attribute_glancing_blow_chance","Glancing Melee Hit Chance","Шанс скользящих ударов"
"st_attributes","attribute_damage_reduction","Damage Reduction","Снижение урона"
"st_attributes","attribute_glancing_projectile_chance","Glancing Projectile Hit Chance","Шанс скользящих снарядов"
"st_attributes","attribute_damage_reflection","Damage Reflection","Отражение урона"
"st_attributes","attribute_weapon_attack_damage","Base Damage","Базовый урон"
"st_attributes","attribute_standard_attack_dps","Standard Attack DPS","Обычный УВС"
"st_attributes","attribute_attack_area_type","Attack Area Type","Тип атаки по области"
"st_attributes","attribute_attack_range","Attack Range","Дальность атаки"
"st_attributes","attribute_last_attack_used","Last Attack Used","Последняя примененная атака"
"st_attributes","attribute_damage_inflicted","Damage inflicted","Нанесенный урон"
"st_attributes","attribute_single_target_dps","Single Target DPS","УВС в одну цель"
"st_attributes","attribute_damage_gained_as_health","Dmg. Gained as Health","Похищено здоровья"
"st_attributes","attribute_percentage_damage_per_hit","Percentage Dmg. per Hit","Percentage Dmg. per Hit"
"st_attributes","attribute_damage_physical","Physical Damage Bonuses","Физический урон"
"st_attributes","attribute_damage_thermic","Thermic Damage Bonuses","Термальный урон"
"st_attributes","attribute_damage_nature","Natural Damage Bonuses","Природный урон"
"st_attributes","attribute_damage_other","Other Damage Bonuses","Другой урон"
"st_attributes","attribute_damage_strike","Strike Damage ","Дробящий урон"
"st_attributes","attribute_damage_pierce","Pierce Damage","Колющий урон"
"st_attributes","attribute_damage_fire","Fire Damage","Урон огнем"
"st_attributes","attribute_damage_cold","Cold Damage","Урон холодом"
"st_attributes","attribute_damage_lightning","Lightning Damage","Урон молнией"
"st_attributes","attribute_damage_poison","Poison Damage","Урон ядом"
"st_attributes","attribute_damage_spirit","Spirit Damage","Урон духом"
"st_attributes","attribute_critical_damage_multiplier","Critical Damage Multiplier","Множитель критического урона"
"st_attributes","attribute_drain_energy","Energy Drain","Похищение энергии"
"st_attributes","attribute_drain_vitality","Vitality Drain","Похищение здоровья"
"st_attributes","attribute_global_critical_strike_chance","Global Crit. Chance","Общий крит. шанс"
"st_attributes","attribute_global_ailment_chance","Global Ailment Chance","Общий шанс хвори"
"st_attributes","attribute_ailment_staggered","Staggered","Ошеломление"
"st_attributes","attribute_ailment_bleeding","Bleeding","Кровотечение"
"st_attributes","attribute_ailment_burning","Burning","Горение"
"st_attributes","attribute_ailment_chilled","Chilled","Охлаждение"
"st_attributes","attribute_ailment_shocked","Shocked","Шок"
"st_attributes","attribute_ailment_poisoned","Plagued","Чума"
"st_attributes","attribute_ailment_weakened","Weakened","Слабость"
"st_attributes","attribute_damage_base_factor_fitness","Base Factor (Fitness)","Баз. множитель (Храбрость)"
"st_attributes","attribute_damage_base_factor_resolve","Base Factor (Resolve)","Баз. множитель (Решимость)"
"st_attributes","attribute_damage_base_factor_cunning","Base Factor (Cunning)","Баз. множитель (Коварство)"
"st_attributes","attribute_damage_base_factor_highest","Base Factor (Highest)","Баз. множитель (Наивысш.)"
"st_attributes","attribute_ailment_power_increased","Power Increase","Повышение силы"
"st_attributes","attribute_ailment_duration","Duration","Длительность"
"st_attributes","attribute_ailment_max_stacks","Max Stacks","Предел зарядов"
"st_attributes","attribute_ailment_move_speed_reduction","Move Speed Reduction","Штраф скорости движения"
"st_attributes","attribute_ailment_action_speed_reduction","Action Speed Reduction","Action Speed Reduction"
"st_attributes","attribute_damage_per_seconds","Damage Per Second","Урон в секунду"
"st_attributes","attribute_ailment_total_speed_reduction","Total Speed Reduction","Штраф к скорости движения"
"st_attributes","attribute_ailment_electrocution_chance","Electrocution Chance","Шанс электрошока"
"st_attributes","attribute_ailment_extra_damage_taken","Extra Damage Taken","Доп. получаемый урон"
"st_attributes","attribute_resistance_to","Resistance to","Сопр."
"st_attributes","list_attribute_category_character_stats","Character Stats","Персонаж"
