"Key","SourceString","DevComment"
"wp_unique_bow_t3_01_flavortext","",""
"wp_unique_bow_t3_02_name","Bow of Odysseus",""
"wp_unique_bow_t3_02_flavortext","",""
"wp_unique_bow_t3_03_name","Artemis\' Silver Bow",""
"wp_unique_bow_t3_03_flavortext","",""
"wp_unique_bow_t3_04_name","The Arc",""
"wp_unique_bow_t3_04_flavortext","",""
"wp_unique_bow_t3_05_name","Wings of Retribution",""
"wp_unique_bow_t3_05_flavortext","",""
"wp_unique_staff_t1_01_name","Фотиа",""
"wp_unique_staff_t1_01_flavortext","Посох, пропитанный самой сутью пламени.",""
"wp_unique_staff_t1_02_name","Тирсус",""
"wp_unique_staff_t1_02_flavortext","Посох, увитый виноградной лозы, что священна для Диониса.",""
"wp_unique_staff_t1_03_name","Илектрисимос",""
"wp_unique_staff_t1_03_flavortext","Было множество неудачных попыток создания молнии Зевса, и некоторые из них были более перспективными, чем другие.",""
"wp_unique_staff_t1_04_name","Телекинос",""
"wp_unique_staff_t1_04_flavortext","Направляющий тупую силу посох, полезный для разрешения научных разногласий.",""
"wp_unique_staff_t1_05_name","Grace of Eos",""
"wp_unique_staff_t1_05_flavortext","",""
"wp_unique_staff_t2_01_name","Chromatic Staff",""
"wp_unique_staff_t2_01_flavortext","",""
"wp_unique_staff_t2_02_name","Hades\' Scepter",""
"wp_unique_staff_t2_02_flavortext","",""
"wp_unique_staff_t2_03_name","Staff of Asclepios",""
"wp_unique_staff_t2_03_flavortext","",""
"wp_unique_staff_t2_04_name","Cthonian Needler",""
"wp_unique_staff_t2_04_flavortext","",""
"wp_unique_staff_t2_05_name","Moros Nyx",""
"wp_unique_staff_t2_05_flavortext","",""
"wp_unique_staff_t3_01_name","Scepter of Carnus",""
"wp_unique_staff_t3_01_flavortext","",""
"wp_unique_staff_t3_02_name","Staff of Apollo",""
"wp_unique_staff_t3_02_flavortext","",""
"wp_unique_staff_t3_03_name","Fingerbone of Boreas",""
"wp_unique_staff_t3_03_flavortext","",""
"wp_unique_staff_t3_04_name","Кадуцей",""
"wp_unique_staff_t3_04_flavortext","",""
"wp_unique_staff_t3_05_name","Fateweaver",""
"wp_unique_staff_t3_05_flavortext","",""
"wp_unique_shield_t1_01_name","Терновая стена",""
"wp_unique_shield_t1_01_flavortext","Острые отравленные шипы отбивают у многих аппетит.",""
"wp_unique_shield_t1_02_name","Лунный диск",""
"wp_unique_shield_t1_02_flavortext","Мистический щит с символами Гекаты.",""
"wp_unique_shield_t1_03_name","Эгида Лаконии",""
"wp_unique_shield_t1_03_flavortext","Знаменитый щит спартанского воина, который редко можно встретить без своего владельца.",""
"wp_unique_shield_t1_04_name","Баклер охотника на грифонов",""
"wp_unique_shield_t1_04_flavortext","Чем больше зверь, тем больше слава.",""
"wp_unique_shield_t1_05_name","Ceremonial Plate",""
"wp_unique_shield_t1_05_flavortext","A large embossed bowl depicting mythical scenes of Glaukos and the people of Pyrgos.",""
"wp_unique_shield_t1_06_name","Crab Shield",""
"wp_unique_shield_t1_06_flavortext","Щит, сделанный из прочного панциря краба.",""
"wp_unique_shield_t2_01_name","Deimos",""
"wp_unique_shield_t2_01_flavortext","",""
"wp_unique_shield_t2_02_name","Zeno’s Third Paradox",""
"wp_unique_shield_t2_02_flavortext","",""
"wp_unique_shield_t2_03_name","Shield of the Korybantes",""
"wp_unique_shield_t2_03_flavortext","",""
"wp_unique_shield_t2_04_name","Scale of the Black Dragon",""
"wp_unique_shield_t2_04_flavortext","",""
"wp_unique_shield_t2_05_name","Shadow Wall",""
"wp_unique_shield_t2_05_flavortext","",""
"wp_unique_shield_t2_06_name","Shield of Aeneas",""
"wp_unique_shield_t2_06_flavortext","",""
"wp_unique_shield_t3_01_name","Athena’s Mirror Shield",""
"wp_unique_shield_t3_01_flavortext","",""
"wp_unique_shield_t3_02_name","Aionios",""
"wp_unique_shield_t3_02_flavortext","",""
"wp_unique_shield_t3_03_name","Bloodthirst the Glutton",""
"wp_unique_shield_t3_03_flavortext","",""
"wp_unique_shield_t3_04_name","Defiance of Heracles",""
"wp_unique_shield_t3_04_flavortext","",""
"wp_unique_shield_t3_05_name","Shield of Hephaestus",""
"wp_unique_shield_t3_05_flavortext","",""
"wp_unique_shield_t3_06_name","Glacier Wall",""
"wp_unique_shield_t3_06_flavortext","",""
"wp_unique_thrown_t1_01_name","Hoi Polloi","keep as is!"
"wp_unique_thrown_t1_01_flavortext","",""
"wp_unique_thrown_t1_02_name","Bellerophon’s Discus",""
"wp_unique_thrown_t1_02_flavortext","",""
"wp_unique_thrown_t1_03_name","Demeter’s Joy",""
"wp_unique_thrown_t1_03_flavortext","",""
"wp_unique_thrown_t1_04_name","Poison Gas Vial",""
"wp_unique_thrown_t1_04_flavortext","",""
"wp_unique_thrown_t1_05_name","Морские ежи",""
"wp_unique_thrown_t1_05_flavortext","",""
"wp_unique_thrown_t2_01_name","Winds of Asphodel",""
"wp_unique_thrown_t2_01_flavortext","",""
"wp_unique_thrown_t2_02_name","Sun Discs",""
"wp_unique_thrown_t2_02_flavortext","",""
"wp_unique_thrown_t2_03_name","Bat Wings",""
"wp_unique_thrown_t2_03_flavortext","",""
"wp_unique_thrown_t2_04_name","Touch of Nyx",""
"wp_unique_thrown_t2_04_flavortext","",""
"wp_unique_thrown_t2_05_name","Fingers of Charon",""
"wp_unique_thrown_t2_05_flavortext","",""
"wp_unique_thrown_t3_01_name","Blessings of the Moirae",""
"wp_unique_thrown_t3_01_flavortext","",""
"wp_unique_thrown_t3_02_name","Forge Hammers",""
"wp_unique_thrown_t3_02_flavortext","",""
"wp_unique_thrown_t3_03_name","Greek Fire",""
"wp_unique_thrown_t3_03_flavortext","",""
"wp_unique_thrown_t3_04_name","Nails of Punishment",""
"wp_unique_thrown_t3_04_flavortext","",""
"wp_unique_thrown_t3_05_name","Gorgon’s Edge",""
"wp_unique_thrown_t3_05_flavortext","",""
"wp_unique_talisman_t1_01_name","Conch Talisman",""
"wp_unique_talisman_t1_01_flavortext","",""
"wp_unique_talisman_t1_02_name","Papyrus Scroll",""
"wp_unique_talisman_t1_02_flavortext","",""
"wp_unique_talisman_t1_03_name","Mistletoe",""
"wp_unique_talisman_t1_03_flavortext","",""
"wp_unique_talisman_t1_04_name","Druidic Wreath",""
"wp_unique_talisman_t1_04_flavortext","",""
"wp_unique_talisman_t1_05_name","Death Rattle",""
"wp_unique_talisman_t1_05_flavortext","",""
"wp_unique_talisman_t1_06_name","Crimson Viper",""
"wp_unique_talisman_t1_06_flavortext","",""
"wp_unique_talisman_t2_01_name","Chaos Cube",""
"wp_unique_talisman_t2_01_flavortext","",""
"wp_unique_talisman_t2_02_name","Arcane Mirror",""
"wp_unique_talisman_t2_02_flavortext","",""
"wp_unique_talisman_t2_03_name","Ariadne’s thread",""
"wp_unique_talisman_t2_03_flavortext","",""
"wp_unique_talisman_t2_04_name","Blood Gem",""
"wp_unique_talisman_t2_04_flavortext","",""
"wp_unique_talisman_t2_05_name","Crystal Tear",""
"wp_unique_talisman_t2_05_flavortext","",""
"wp_unique_talisman_t2_06_name","Earthen Talisman",""
"wp_unique_talisman_t2_06_flavortext","",""
"wp_unique_talisman_t3_01_name","Soul Prism",""
"wp_unique_talisman_t3_01_flavortext","",""
"wp_unique_talisman_t3_02_name","Poseidon’s Net",""
"wp_unique_talisman_t3_02_flavortext","",""
"wp_unique_talisman_t3_03_name","Molten Orb",""
"wp_unique_talisman_t3_03_flavortext","",""
"wp_unique_talisman_t3_04_name","Lyre of Apollo",""
"wp_unique_talisman_t3_04_flavortext","",""
"wp_unique_talisman_t3_05_name","Gorgon Head",""
"wp_unique_talisman_t3_05_flavortext","",""
"wp_unique_talisman_t3_06_name","Scales of Justice",""
"wp_unique_talisman_t3_06_flavortext","",""
"wp_unique_ring_t1_01_name","Капитанская печать",""
"wp_unique_ring_t1_01_flavortext","Железная печать командира-ветерана.",""
"wp_unique_ring_t1_02_name","Кольцо-картуш",""
"wp_unique_ring_t1_02_flavortext","Изящное золотое кольцо с множеством мелких разноцветных камней.",""
"wp_unique_ring_t1_03_name","Limos Stone",""
"wp_unique_ring_t1_03_flavortext","",""
"wp_unique_ring_t1_04_name","Виток Кратоса",""
"wp_unique_ring_t1_04_flavortext","Пропитанный самой Силой, этот простой на вид металл излучает ауру мощи и ярости.",""
"wp_unique_ring_t1_05_name","The Fragile",""
"wp_unique_ring_t1_05_flavortext","",""
"wp_unique_ring_t1_06_name","Star Stone",""
"wp_unique_ring_t1_06_flavortext","",""
"wp_unique_ring_t2_01_name","Alke",""
"wp_unique_ring_t2_01_flavortext","",""
"wp_unique_ring_t2_02_name","Timaios",""
"wp_unique_ring_t2_02_flavortext","",""
"wp_unique_ring_t2_03_name","Chiron’s Loop",""
"wp_unique_ring_t2_03_flavortext","",""
"wp_unique_ring_t2_04_name","Archimedes\' Cogwheel",""
"wp_unique_ring_t2_04_flavortext","",""
"wp_unique_ring_t2_05_name","Persephone’s Ring",""
"wp_unique_ring_t2_05_flavortext","",""
"wp_unique_ring_t2_06_name","Mark of Ares",""
"wp_unique_ring_t2_06_flavortext","",""
"wp_unique_ring_t3_01_name","Ring of Gaia",""
"wp_unique_ring_t3_01_flavortext","",""
"wp_unique_ring_t3_02_name","Apollo’s Will",""
"wp_unique_ring_t3_02_flavortext","",""
"wp_unique_ring_t3_03_name","Band of Souls",""
"wp_unique_ring_t3_03_flavortext","",""
"wp_unique_ring_t3_04_name","Mark of the Overlord",""
"wp_unique_ring_t3_04_flavortext","",""
"wp_unique_ring_t3_05_name","Seal of Hephaestus",""
"wp_unique_ring_t3_05_flavortext","",""
"wp_unique_ring_t3_06_name","Monad Pearl",""
"wp_unique_ring_t3_06_flavortext","",""
"wp_unique_amulet_t1_01_name","Источник",""
"wp_unique_amulet_t1_01_flavortext","Ношение этого амулета придает ощущение свежести и энергичности.",""
"wp_unique_amulet_t1_02_name","Ядовитое сердце",""
"wp_unique_amulet_t1_02_flavortext","Проклятый амулет, в котором когда-то хранился образ любимого супруга.",""
"wp_unique_amulet_t1_03_name","Shard of the Elements",""
"wp_unique_amulet_t1_03_flavortext","",""
"wp_unique_amulet_t1_04_name","Лунный коготь",""
"wp_unique_amulet_t1_04_flavortext","Амулет из когтя совы.",""
"wp_unique_amulet_t1_05_name","Whirl of Thalassa",""
"wp_unique_amulet_t1_05_flavortext","",""
"wp_unique_amulet_t1_q1_name","Mother Crab\'s Claw",""
"wp_unique_amulet_t1_q1_flavortext","Похоже, крабы чувствуют, что обладатель этого трофея представляет угрозу.",""
"wp_unique_amulet_t2_01_name","Amaranthine",""
"wp_unique_amulet_t2_01_flavortext","",""
"wp_unique_amulet_t2_02_name","Amulet of Hygeia",""
"wp_unique_amulet_t2_02_flavortext","",""
"wp_unique_amulet_t2_03_name","Frostmoon",""
"wp_unique_amulet_t2_03_flavortext","",""
"wp_unique_amulet_t2_04_name","Shifting Beads",""
"wp_unique_amulet_t2_04_flavortext","",""
"wp_unique_amulet_t2_05_name","Ixion Stone",""
"wp_unique_amulet_t2_05_flavortext","",""
"wp_unique_amulet_t2_06_name","Serenity",""
"wp_unique_amulet_t2_06_flavortext","",""
"wp_unique_amulet_t3_01_name","Pendant of Immortal Rage",""
"wp_unique_amulet_t3_01_flavortext","",""
"wp_unique_amulet_t3_02_name","Aphrodite’s Favor",""
"wp_unique_amulet_t3_02_flavortext","",""
"wp_unique_amulet_t3_03_name","Myrmidon’s Pendant",""
"wp_unique_amulet_t3_03_flavortext","",""
"wp_unique_amulet_t3_04_name","Black Pearl Pendant",""
"wp_unique_amulet_t3_04_flavortext","",""
"wp_unique_amulet_t3_05_name","Eye of the Kraken",""
"wp_unique_amulet_t3_05_flavortext","",""
"wp_unique_amulet_t3_06_name","Seal of the Abyss","tartaros"
"wp_unique_amulet_t3_06_flavortext","",""
