"Key","SourceString"
"suffix_1_Unique_TargetUndead_Dmg15.TooltipText","Уникальное: +15% урона против мертвецов"
"suffix_1_unique_MagicResistance.TooltipText","Уникальное: {Value}|fmt(sign=true)% магических сопротивлений"
"suffix_1_unique_OnHit_AddPlagued_TargetFrozen.TooltipText","Уникальное: основная атака получает дополнительно 100% шанса чумы при ударе по замороженным врагам"
"suffix_1_unique_OnHit_FreezeChance.TooltipText","Уникальное: каждые 10 сек. атака оружием замораживает врагов на 1 сек."
"suffix_1_unique_SilenceOnHit.TooltipText","Уникальное: 10% шанса наложить немоту при ударе"
"suffix_1_unique_StunChance_x2.TooltipText","Уникальное: {Value}% шанса оглушения на 1 сек. при ударе"
"affxi_1_infrequent_PerResVitalityPoison","{Value}|fmt(sign=true)% сопротивления яду\r\n{Value}|fmt(sign=true)% сопротивления здоровью"
"affix_1_infrequent_PerStunChance","5% шанса ошеломения на 1 сек. при ударе"
"affix_1_infrequent_FlatDamageEnergyDrain","{Value}|fmt(sign=true) энергетического урона от оружия"
"affix_1_relic_WeaponDmgConvertFire.TooltipText","Преобразовывает {Value}% урона оружием в урон огнем"
"affix_1_relic_WeaponDmgConvertCold.TooltipText","Преобразовывает {Value}% урона оружием в урон холодом"
"affix_1_relic_WeaponDmgConvertPoison.TooltipText","Преобразовывает {Value}% урона оружием в урон ядом"
"affix_1_relic_WeaponDmgConvertLightning.TooltipText","Преобразовывает {Value}% урона оружием в урон молнией"
"affix_1_relic_IncreasedWeaponDmgFire.TooltipText","{Value}|fmt(sign=true)% урона огнем от оружия (зависит от уровня)"
"affix_1_relic_IncreasedWeaponDmgCold.TooltipText","{Value}|fmt(sign=true)% урона холодом от оружия (зависит от уровня)"
"affix_1_relic_IncreasedWeaponDmgPoison.TooltipText","{Value}|fmt(sign=true)% урона ядом от оружия (зависит от уровня)"
"affix_1_relic_IncreasedWeaponDmgLightning.TooltipText","{Value}|fmt(sign=true)% урона молнией от оружия (зависит от уровня)"
"affix_1_relic_BowHealOnKill5.TooltipText","Каждый убитый луком враг исцеляет вам 5% здоровья"
"affix_1_relic_BowHealOnKill10.TooltipText","Каждый убитый луком враг исцеляет вам 10% здоровья"
"affix_1_relic_BowHealOnKill15.TooltipText","Каждый убитый луком враг исцеляет вам 15% здоровья"
"affix_1_relic_IncreasedGoldXPGainSmall.TooltipText","При получении опыта также дает небольшое количество золота"
"affix_1_relic_IncreasedGoldXPGainMedium.TooltipText","При получении опыта также дает среднее количество золота"
"affix_1_relic_IncreasedGoldXPGainLarge.TooltipText","При получении опыта также дает большое количество золота"
"affix_1_relic_AdditionalDodgeCharge.TooltipText","Дает дополнительный заряд уклонения"
"affix_1_relic_OnHit_InstaKillChance_LightningBolt.TooltipText","Первое попадание по не-боссу с {1}% шансом мгновенно убивает его"
"affix_1_relic_OnThirdHit_ApplyRupture_Heal50.TooltipText","Каждый третий удар основной атакой с 50% шансом вызывает разрыв и исцеляет на {Value}% от этого урона"
"affix_1_relic_OnThirdHit_ApplyRupture_Heal75.TooltipText","Каждый третий удар основной атакой с 75% шансом вызывает разрыв и исцеляет на {Value}% от этого урона"
"affix_1_relic_OnThirdHit_ApplyRupture_Heal100.TooltipText","Каждый третий удар основной атакой со 100% шансом вызывает разрыв и исцеляет на {Value}% от этого урона"
"affix_1_relic_OnThirdHit_DealTrueDmg_MissingHealth.TooltipText","Каждый третий удар основной атакой по не-боссу наносит урон духом в размере {value}% от его недостающего здоровья"
"affix_1_relic_OnHit_AddPlagued.TooltipText","Удар по врагу с {Value}% шансом накладывает 2 заряда чумы"
"affix_1_relic_OnHit_AddChilled.TooltipText","Удар по врагу с {Value}% шансом накладывает 2 заряда охлаждения"
"affix_1_relic_OnHit_AddBurning.TooltipText","Удар по врагу с {Value}% шансом накладывает 2 заряда горения"
"affix_1_relic_OnHit_AddShocked.TooltipText","Удар по врагу с {Value}% шансом накладывает 2 заряда шока"
"affix_1_relic_OnHit_AddWeakened.TooltipText","Удар по врагу с {Value}% шансом накладывает 2 заряда слабости"
"affix_1_relic_OnHit_AddStaggered.TooltipText","Удар по врагу с {Value}% шансом накладывает 2 заряда ошеломления"
"affix_1_relic_OnHit_AddBleeding.TooltipText","Удар по врагу с {Value}% шансом накладывает 2 заряда кровотечения"
"affix_1_relic_IncreasedAilmentDuration.Plagued.TooltipText","+{Value}% длительности чумы"
"affix_1_relic_IncreasedAilmentDuration.Chilled.TooltipText","+{Value}% длительности охлаждения"
"affix_1_relic_IncreasedAilmentDuration.Burning.TooltipText","+{Value}% длительности горения"
"affix_1_relic_IncreasedAilmentDuration.Shocked.TooltipText","+{Value}% длительности шока"
"affix_1_relic_IncreasedAilmentDuration.Weakened.TooltipText","+{Value}% длительности слабости"
"affix_1_relic_IncreasedAilmentDuration.Staggered.TooltipText","+{Value}% длительности ошеломления"
"affix_1_relic_IncreasedAilmentDuration.Bleeding.TooltipText","+{Value}% длительности кровотечения"
"affix_1_relic_IncreasedAilmentMaxStacks.Plagued.TooltipText","{Value}|fmt(sign=true) предела чумы"
"affix_1_relic_IncreasedAilmentMaxStacks.Chilled.TooltipText","{Value}|fmt(sign=true) предела охлаждения"
"affix_1_relic_IncreasedAilmentMaxStacks.Burning.TooltipText","{Value}|fmt(sign=true) предела горения"
"affix_1_relic_IncreasedAilmentMaxStacks.Shocked.TooltipText","{Value}|fmt(sign=true) предела шока"
"affix_1_relic_IncreasedAilmentMaxStacks.Weakened.TooltipText","{Value}|fmt(sign=true) предела слабости"
"affix_1_relic_IncreasedAilmentMaxStacks.Staggered.TooltipText","{Value}|fmt(sign=true) предела ошеломления"
"affix_1_relic_IncreasedAilmentMaxStacks.Bleeding.TooltipText","{Value}|fmt(sign=true) предела кровотечения"
"affix_1_relic_PlaguedEnemiesDealLessDmg.TooltipText","-{Value}% получаемого урона от зачумленных врагов"
"affix_1_relic_ChilledEnemiesTakeMoreColdDmg.TooltipText","Охлажденные враги получают дополнительно {Value}% урона оружием в виде урона холодом"
"affix_1_relic_BurningEnemiesSlowed.TooltipText","Горящие враги замедляются на {1}%"
"affix_1_relic_ShockedEnemiesTakeMoreLightningDmg.TooltipText","Шокированные враги получают дополнительно {Value}% урона оружием в виде урона молнией"
"affix_1_relic_WeakenedEnemiesTakeMoreAllDmg.TooltipText","Ослабленные враги получают на {Value}% больше урона от всех источников"
"affix_1_relic_StaggeredEnemiesLessAttackSpeed.TooltipText","Ошеломленные враги атакуют на {Value}% медленнее"
"affix_1_relic_BleedingEnemiesDealLessDmg.TooltipText","Кровоточащие враги каждую секунду получают дополнительный урон в размере {Value}% от их здоровья"
"affix_1_relic_OnKill_DealMoreTotalDmg.TooltipText","Убийство врага дает вам и вашим прислужникам +{Value}% общего урона на 5 сек., складывается до 5 раз"
"affix_1_relic_OnLowEnergy_IncreasedEnergyRegen.TooltipText","+{Value}% силы регенерации энергии при ее запасе ниже 50%"
"affix_1_relic_OnHardCCHit_GainUnstoppable.TooltipText","При получение сильного эффекта контроля вы с <b>{Chance_UI}%</> шансом очищаете его и становитесь неуязвимым для эффектов контроля на <b>{Duration}</> сек., срабатывает раз в <b>{Cooldown} сек.</> "
"affix_1_relic_DealRetaliationDmg.TooltipText","При получении удара вы с {1}% шансом наносите 100% отражаемого урона {2}|fmt(sign=true)% от полученного урона по атаковавшему"
"affix_1_relic_MaxPerColdRes.TooltipText","{Value}|fmt(sign=true)% предельного сопротивления холоду"
"affix_1_relic_MaxPerFireRes.TooltipText","{Value}|fmt(sign=true)% предельного сопротивления огню"
"affix_1_relic_MaxPerLightningRes.TooltipText","{Value}|fmt(sign=true)% предельного сопротивления молнии"
"affix_1_relic_MaxPerPoisonRes.TooltipText","{Value}|fmt(sign=true)% предельного сопротивления яду"
"affix_1_relic_PerWeaponPenetration.TooltipText","+{Value}% пронзания оружием"
"affix_1_relic_TargetElitesBosses_Dmg.TooltipText","+{Value}% урона против элитных врагов и боссов"
"affix_1_relic_NearbyEnemies_ApplyPlagued.TooltipText","Каждую секунду вы с {Value}% шансом накладываете чуму на врагов в 3м радиусе вокруг"
"affix_1_relic_NearbyEnemies_ApplyChilled.TooltipText","Каждую секунду вы с {Value}% шансом накладываете охлаждение на врагов в 3м радиусе вокруг"
"affix_1_relic_NearbyEnemies_ApplyBurning.TooltipText","Каждую секунду вы с {Value}% шансом накладываете горение на врагов в 3м радиусе вокруг"
"affix_1_relic_NearbyEnemies_ApplyShocked.TooltipText","Каждую секунду вы с {Value}% шансом накладываете шок на врагов в 3м радиусе вокруг"
"affix_1_relic_NearbyEnemies_ApplyWeakened.TooltipText","Каждую секунду вы с {Value}% шансом накладываете слабость на врагов в 3м радиусе вокруг"
"affix_1_relic_NearbyEnemies_ApplyStaggered.TooltipText","Каждую секунду вы с {Value}% шансом накладываете ошеломление на врагов в 3м радиусе вокруг"
"affix_1_relic_NearbyEnemies_ApplyBleeding.TooltipText","Каждую секунду вы с {Value}% шансом накладываете кровотечение на врагов в 3м радиусе вокруг"
"affix_1_relic_OnEnemiesHit_Plagued_PoisonRetaliation.TooltipText","{Value}% от урона оружием добавляется к отражению ядом против зачумленных врагов"
"affix_1_relic_OnEnemiesHit_Chilled_ColdRetaliation.TooltipText","{Value}% от урона оружием добавляется к отражению холодом против охлажденных врагов"
"affix_1_relic_OnEnemiesHit_Burning_FireRetaliation.TooltipText","{Value}% от урона оружием добавляется к отражению огнем против горящих врагов"
"affix_1_relic_OnEnemiesHit_Shocked_LightningRetaliation.TooltipText","{Value}% от урона оружием добавляется к отражению молнией против шокированных врагов"
"affix_1_relic_OnEnemiesHit_Weakened_VitalityRetaliation.TooltipText","{Value}% от урона оружием добавляется к отражению здоровьем против ослабленных врагов"
"affix_1_relic_OnEnemiesHit_Staggered_StrikeRetaliation.TooltipText","{Value}% от урона оружием добавляется к дробящему отражению против ошеломленных врагов"
"affix_1_relic_OnEnemiesHit_Bleeding_PierceRetaliation.TooltipText","{Value}% от урона оружием добавляется к колющему отражению против кровоточащих врагов"
"affix_1_relic_PerLessHealthReserved.TooltipText","{Value}|fmt(sign=true)% занимаемого здоровья"
"affix_1_relic_TagWeaponRanged_Dmg.TooltipText","+{Value}% урона дальним оружием"
"affix_1_unique_IncreasedFreeBarrier.TooltipText","+{value}% барьера"
"affix_1_relic_CourageOfTheseus_Name","Мужество Тесея"
"affix_1_relic_CourageOfTheseus_ShortDescription","Кратковременно повышает урон для вас и прислужников"
"affix_1_relic_PerIncreasedCombatMovementSpeed.TooltipText","-{Value}% скорости движения (только в бою)"
"affix_1_relic_PerIncreasedWeaponRangedDmg.TooltipText","+{Value}% урона дальним оружием"
"affix_1_relic_Demeter_Below50HealthMoreTotalDmg.TooltipText","+{dmg}% общего урона при запасе здоровья ниже <b>50%</>"
"affix_1_relic_Demeter_Above50HealthMoreRegen.TooltipText","Каждую секунду регенерирует {regen}% здоровья при его запасе ниже <b>50%</>"
"suffix_1_Unique_Summons_TagReducedCost","-25% затрат умений прислужников"
"suffix_1_Unique_Summons_TagReducedCD","+40% скорости перезарядки умений прислужников"
"affix_1_relic_OnKill_MoreAllSpeed.TooltipText","Убийство врага повышает скорость движения вам и прислужникам на {Value}% в течение 10 сек., складывается до 5 раз"
"affix_1_relic_RageOfAres_Name","Ярость Ареса"
"affix_1_relic_RageOfAres_ShortDescription","Кратковременно повышает скорость движения для вас и прислужников"
"affix_1_Unique_PerIncreasedHealthRegen","<b>+{value}|floor()%</> силы регенерации здоровья"
"affix_1_relic_ColdDamagePerLevel","{Dmg}|fmt(sign=true) урона холодом от оружия за каждый уровень"
"affix_1_relic_WeaponColdConversion","Преобразовывает {ConversionRate}% урона оружием в урон холодом"
"affix_1_relic_FireDamagePerLevel","{Dmg}|fmt(sign=true) урона огнем от оружия за каждый уровень"
"affix_1_relic_WeaponFireConversion","Преобразовывает {ConversionRate}% урона оружием в урон огнем"
"affix_1_relic_LightningDamagePerLevel","{Dmg}|fmt(sign=true) урона молнией от оружия за каждый уровень"
"affix_1_relic_WeaponLightningConversion","Преобразовывает {ConversionRate}% урона оружием в урон молнией"
"affix_1_relic_PoisonDamagePerLevel","{Dmg}|fmt(sign=true) урона ядом от оружия за каждый уровень"
"affix_1_relic_WeaponPoisonConversion","Преобразовывает {ConversionRate}% урона оружием в урон ядом"
"suffix_1_Relic_OnHit_ApplyPlagued.TooltipText","Следующий удар по врагу получает дополнительно {1}% шанса чумы, срабатывает раз в {Cooldown} сек. на каждой цели"
"suffix_1_Relic_OnHit_ApplyBurning.TooltipText","Следующий удар по врагу получает дополнительно {1}% шанса горения, срабатывает раз в {Cooldown} сек. на каждой цели"
"suffix_1_Relic_OnHit_ApplyShocked.TooltipText","Следующий удар по врагу получает дополнительно {1}% шанса шока, срабатывает раз в {Cooldown} сек. на каждой цели"
"suffix_1_Relic_OnHit_ApplyChilled.TooltipText","Следующий удар по врагу получает дополнительно {1}% шанса охлаждения, срабатывает раз в {Cooldown} сек. на каждой цели"
"affix_1_relic_BowHealOnKill.TooltipText","Каждый убитый луком враг исцеляет вам {1}% здоровья"
"affix_1_IncreasedPierceArmor","+{Value}% колющей брони"
"affix_1_IncreasedStrikeArmor","+{Value}% дробящей брони"
"affix_1_IncreasedBaseWeaponDamage","+{Value}% базового урона оружием"
"affix_1_IncreasedEnergyRegen","+{Value}% силы регенерации энергии"
"affix_1_IncreasedEnergyBarrier","+{Value}% энергобарьера"
"affix_1_IncreasedRangedAttackDamage","+{Value}% урона дальними атаками"
"affix_1_relic_PerIncreasedFreeBarrier.TooltipText","+{Value}% барьера"
"affix_1_ReducedPierceArmor","-{Value}% колющей брони"
"affix_1_ReducedStrikeArmor","-{Value}% дробящей брони"
"affix_IncreasedWeaponFireDmg","+{Value}% базового урона огнем от оружием"
"affix_increasedWeaponLightningDmg","+{Value}% базового урона молнией от оружием"
"affix_IncreasedWeaponColdDmg","+{Value}% базового урона холодом от оружием"
"affix_IncreasedWeaponPoisonDmg","+{Value}% базового урона ядом от оружием"
"affix_1_GlancingDmgReduction","{Value}|fmt(sign=true)% снижения урона от скользящих атак"
"affix_1_relic_FlatLessEnergyReserved.TooltipText","{Value}|fmt(sign=true) занимаемой энергии"
"affix_1_relic_Hypnos_Below50EnergyMoreEnergyRegen.TooltipText","<b>{EnergyRegen_UI}%</> силы регенерации энергии при ее запасе ниже <b>50%</>"
"affix_1_PierceArmorLevel","{value}|fmt(sign=true) колющей брони за каждый уровень"
"affix_1_StrikeArmorLevel","{value}|fmt(sign=true) дробящей брони за каждый уровень"
"affix_1_IncreasedEnergyBarrierConversionRate","{Value}|fmt(sign=true)% конверсии энергобарьера"
